EventNumber DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle1_E DecayParticle1_pt DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_px DecayParticle2_py DecayParticle2_pz DecayParticle2_E DecayParticle2_pt
9200 b 0 4.18 -5.74 14.229 -3.854 16.3627 15.3431 b 0 4.18 -14.76 31.671 -5.546 35.625 34.9415
9201 b 0 4.18 -32.712 -5.274 -0 33.397 33.1344 b 0 4.18 -2.088 -82.626 -28.1 87.3985 82.6524
9202 b 0 4.18 9.2 31.856 -3.036 33.5579 33.1579 b 0 4.18 30.8 40.544 -6.164 51.458 50.9162
9203 b 0 4.18 1.226 18.898 -41.42 45.7354 18.9377 b 0 4.18 60.074 67.002 -13.08 91.0314 89.9897
9204 tau+ 0 1.77 -3.73 6.588 12.308 14.558 7.57064 tau- 0 1.77 -70.87 4.212 23.892 74.9283 70.995
9205 b 0 4.18 19.39 -7.788 -15.423 26.3053 20.8956 b 0 4.18 36.01 -57.112 -13.677 69.0147 67.5167
9206 b 0 4.18 -58.838 -7.704 0.818 59.4929 59.3402 b 0 4.18 -36.062 -13.696 40.082 55.7861 38.5752
9207 b 0 4.18 -86.64 1.626 2.337 86.7875 86.6553 b 0 4.18 -4.56 79.674 75.563 109.982 79.8044
9208 b 0 4.18 4.662 29.068 8.932 31.0473 29.4395 b 0 4.18 7.938 26.832 72.268 77.6087 27.9816
9209 b 0 4.18 0.063 -22.873 3.896 23.576 22.8731 b 0 4.18 0.837 -2.827 93.504 93.6438 2.9483
9210 W+ 1 80.4 -16.85 -5.632 5.819 82.5449 17.7663 W- 1 80.4 -50.55 -3.168 47.081 106.048 50.6492
9211 b 0 4.18 -66.924 0.775 -0 67.0589 66.9285 b 0 4.18 -0.676003 76.725 -19.9 79.3767 76.728
9212 b 0 4.18 68.556 -0.182 0 68.6836 68.5562 b 0 4.18 10.244 -1.218 2.8 11.4776 10.3162
9213 b 0 4.18 50.016 1.626 -0.934 50.2254 50.0424 b 0 4.18 2.084 79.674 -45.766 92.0016 79.7013
9214 W+ 1 80.4 -26.433 -13.42 9.168 86.1801 29.6446 W- 1 80.4 -53.667 -10.98 67.232 118.258 54.7787
9215 tau+ 0 1.77 33.041 -27.786 -19.32 47.3304 43.1714 tau- 0 1.77 37.259 -56.414 -77.28 102.694 67.6075
9216 b 0 4.18 13.832 18.27 -17.526 29.1505 22.9154 b 0 4.18 10.868 68.73 -58.674 91.1155 69.5839
9217 b 0 4.18 9.84 -63.28 -7.364 64.5979 64.0405 b 0 4.18 51.66 -27.12 -45.236 73.946 58.346
9218 W+ 1 80.4 46.275 19.536 0.978 94.8058 50.2298 W- 1 80.4 15.425 69.264 31.622 111.801 70.9608
9219 Z 1 91.2 17.1 -0 0 92.7893 17.1 Z 1 91.2 0 -87.5 82.9 151.149 87.5
9220 W+ 1 80.4 30.452 -30.68 -1.292 91.293 43.2271 W- 1 80.4 35.748 -28.32 -63.308 112.036 45.6064
9221 b 0 4.18 33.746 -3.404 2.976 34.3032 33.9173 b 0 4.18 38.054 -5.796 15.624 41.7526 38.4929
9222 b 0 4.18 -43.616 -4.302 7.272 44.6231 43.8276 b 0 4.18 -31.584 -67.398 12.928 75.6614 74.4314
9223 b 0 4.18 -28.033 -0.73 0.924 28.3674 28.0425 b 0 4.18 -0.867001 -72.27 45.276 85.3879 72.2752
9224 Z 1 91.2 -42.952 -2.648 5.4 100.988 43.0335 Z 1 91.2 -39.648 -30.452 8.1 104.318 49.9929
9225 b 0 4.18 -1.9 -19.48 -3.652 20.3443 19.5724 b 0 4.18 -3.1 -29.22 -12.948 32.3812 29.384
9226 b 0 4.18 11.956 -7.32 -9.681 17.542 14.0189 b 0 4.18 12.444 -17.08 -36.419 42.3131 21.1324
9227 tau+ 0 1.77 -91.419 0.296 -4.08 91.5276 91.4195 tau- 0 1.77 -6.881 29.304 -63.92 70.6751 30.101
9228 b 0 4.18 2.08 -1.48 -85.32 85.4605 2.5528 b 0 4.18 39.52 -28.12 -9.48 49.5975 48.5032
9229 b 0 4.18 -4.74 41.5 -13.64 44.1389 41.7698 b 0 4.18 -11.06 41.5 -54.56 69.5618 42.9485
9230 b 0 4.18 -9.386 3.28 -20.286 22.975 9.94261 b 0 4.18 -15.314 4.72 -76.314 78.0903 16.0249
9231 b 0 4.18 11.064 75.537 -5.148 76.6304 76.343 b 0 4.18 81.136 22.563 -41.652 94.0452 84.2148
9232 W+ 1 80.4 -0.149 -3.426 21.297 83.2435 3.42924 W- 1 80.4 -14.751 -53.674 1.603 97.8019 55.6641
9233 W+ 1 80.4 -2.256 0.834 -36.15 88.186 2.40522 W- 1 80.4 -2.444 40.866 -36.15 97.1956 40.939
9234 b 0 4.18 -8.625 58.098 4.578 59.061 58.7347 b 0 4.18 -25.875 26.102 71.722 80.6991 36.7536
9235 tau+ 0 1.77 -10.71 1.887 8.775 14.0854 10.875 tau- 0 1.77 -4.59 61.013 23.725 65.648 61.1854
9236 W+ 1 80.4 -19.894 31.191 -4.785 88.6324 36.9953 W- 1 80.4 -14.406 53.109 -90.915 133.258 55.0282
9237 b 0 4.18 -18.4 4.572 2.585 19.5862 18.9595 b 0 4.18 -4.6 46.228 20.915 51.1185 46.4563
9238 W+ 1 80.4 85.008 4.925 1.071 117.115 85.1506 W- 1 80.4 7.392 93.575 34.629 128.352 93.8665
9239 tau+ 0 1.77 -20.76 17.442 -39.298 47.7773 27.1146 tau- 0 1.77 -65.74 47.158 -40.902 90.6738 80.905
9240 b 0 4.18 -2.52 -69.72 -7.128 70.2532 69.7655 b 0 4.18 -47.88 -13.28 -57.672 76.239 49.6876
9241 b 0 4.18 -3.06 -3.522 -79.56 79.8062 4.66563 b 0 4.18 -73.44 -55.178 -8.84 92.3778 91.8588
9242 W+ 1 80.4 33.572 -0.275 -8.074 87.5015 33.5731 W- 1 80.4 10.028 -27.225 -28.626 90.1408 29.0131
9243 b 0 4.18 -21.34 0 5.2 22.3586 21.34 b 0 4.18 -17.46 0 59.8 62.4369 17.46
9244 b 0 4.18 -63.45 3.45 -0.361 63.6821 63.5437 b 0 4.18 -4.05 65.55 -35.739 74.8863 65.675
9245 Z 1 91.2 37.674 -4.22 -14.739 99.859 37.9096 Z 1 91.2 22.126 -16.88 -71.961 119.458 27.8297
9246 W+ 1 80.4 -34 9.882 -1.396 87.8622 35.407 W- 1 80.4 -8.5 45.018 -68.404 115.074 45.8134
9247 b 0 4.18 -76.452 2.901 -0.09 76.6212 76.507 b 0 4.18 -6.648 93.799 -1.71 94.1427 94.0343
9248 W+ 1 80.4 -13.3 9.648 24.249 85.5695 16.4309 W- 1 80.4 -39.9 50.652 16.851 104.431 64.4797
9249 b 0 4.18 2.997 -14.25 0.378 15.1545 14.5617 b 0 4.18 8.103 -60.75 0.322 61.4312 61.288
9250 W+ 1 80.4 19.936 -18.768 -2.236 84.9638 27.3803 W- 1 80.4 51.264 -8.832 -53.664 109.772 52.0192
9251 W+ 1 80.4 -55.638 0.954 0 97.7786 55.6462 W- 1 80.4 -0.562 94.446 30.4 127.705 94.4477
9252 b 0 4.18 8.4 11.96 42.559 45.1923 14.6151 b 0 4.18 26.6 40.04 37.741 61.2586 48.0704
9253 W+ 1 80.4 -3.598 10.439 -3.25 81.2197 11.0417 W- 1 80.4 -22.102 3.861 -21.75 86.2591 22.4367
9254 W+ 1 80.4 9 -0.276 -1.824 80.9232 9.00423 W- 1 80.4 3 -27.324 -5.776 85.1653 27.4882
9255 tau+ 0 1.77 69.42 -2.31 0.762 69.4851 69.4584 tau- 0 1.77 8.58 -43.89 11.938 46.3206 44.7208
9256 b 0 4.18 19.54 27.352 -15.12 37.0949 33.6146 b 0 4.18 78.16 25.248 -38.88 90.9702 82.1368
9257 b 0 4.18 26.264 41.71 0.331 49.4682 49.2902 b 0 4.18 20.636 55.29 32.769 67.6321 59.0155
9258 W+ 1 80.4 -3.492 18.706 7.003 82.9175 19.0291 W- 1 80.4 -54.708 21.094 7.897 99.8221 58.6338
9259 W+ 1 80.4 -4.025 2.2 3.402 80.6026 4.58701 W- 1 80.4 -76.475 0.3 45.198 119.815 76.4756
9260 W+ 1 80.4 5.742 52.152 1.414 96.0154 52.4671 W- 1 80.4 46.458 11.448 18.786 95.4279 47.8477
9261 b 0 4.18 37.011 -11.525 -1.662 39.024 38.7639 b 0 4.18 13.689 -34.575 -81.438 89.6239 37.1863
9262 b 0 4.18 -15.66 35.748 21.252 44.6349 39.0276 b 0 4.18 -71.34 63.552 24.948 98.8338 95.5419
9263 b 0 4.18 46.683 -5.508 29.512 55.6603 47.0068 b 0 4.18 35.217 -55.692 57.288 87.4141 65.8926
9264 b 0 4.18 -22.032 56.325 0.15 60.6252 60.4807 b 0 4.18 -69.768 18.775 14.85 73.8788 72.2501
9265 b 0 4.18 -76.032 0.097 -0 76.1469 76.0321 b 0 4.18 -0.767998 9.603 -35.7 37.2125 9.63366
9266 b 0 4.18 -71.071 13.398 3.528 72.5294 72.3228 b 0 4.18 -21.229 82.302 35.672 92.2727 84.9958
9267 b 0 4.18 53.947 -5.543 3.64 54.5135 54.231 b 0 4.18 19.953 -18.557 87.36 91.6064 27.2486
9268 b 0 4.18 8.723 -18.432 -10.995 23.5413 20.3919 b 0 4.18 58.377 -7.168 -62.305 85.7825 58.8154
9269 W+ 1 80.4 -66.912 11.925 -12.257 105.99 67.9663 W- 1 80.4 -31.488 67.575 -59.843 124.913 74.5512
9270 W+ 1 80.4 -41.888 -1.4 -4.01 90.7568 41.9114 W- 1 80.4 -5.712 -68.6 -36.09 111.827 68.8374
9271 W+ 1 80.4 -42.704 -9.68 0.072 91.5505 43.7874 W- 1 80.4 -20.096 -38.72 0.528 91.4742 43.6244
9272 Z 1 91.2 -58.02 1.442 -31.614 112.629 58.0379 Z 1 91.2 -38.68 19.158 -64.186 119.585 43.1645
9273 b 0 4.18 -21.476 -15.26 2.84 26.8258 26.3455 b 0 4.18 -61.124 -6.54 68.16 91.8813 61.4729
9274 b 0 4.18 -22.92 1.23 9.22 25.0863 22.953 b 0 4.18 -15.28 2.87 82.98 84.5273 15.5472
9275 b 0 4.18 -0.992 3.444 -19.745 20.4984 3.58402 b 0 4.18 -23.808 4.956 -16.155 29.493 24.3184
9276 W+ 1 80.4 -11.115 -0.048 50.297 95.4856 11.1151 W- 1 80.4 -13.585 -2.352 44.603 92.9714 13.7871
9277 W+ 1 80.4 54.458 2.862 -0.546 97.151 54.5332 W- 1 80.4 20.142 44.838 -2.054 94.2578 49.1543
9278 W+ 1 80.4 4.494 -22.432 -3.432 83.662 22.8777 W- 1 80.4 6.206 -47.668 -9.768 94.1824 48.0703
9279 b 0 4.18 -0.504 30.573 13.776 33.7966 30.5772 b 0 4.18 -5.096 40.527 14.924 43.6876 40.8461
9280 b 0 4.18 3.536 24.92 -3.36 25.7346 25.1696 b 0 4.18 17.264 46.28 -3.64 49.7052 49.3952
9281 b 0 4.18 -2.31 -26.824 -1.518 27.2881 26.9233 b 0 4.18 -4.69 -21.076 -12.282 25.1896 21.5915
9282 tau+ 0 1.77 -14.1 -13.041 -50.976 54.5029 19.2062 tau- 0 1.77 -56.4 -49.059 -35.424 82.739 74.7512
9283 b 0 4.18 17.346 5.868 -19.845 27.3242 18.3117 b 0 4.18 18.054 91.932 -24.255 96.867 93.688
9284 b 0 4.18 -2.16 -16.124 0.649 16.809 16.268 b 0 4.18 -15.84 -39.476 0.451 42.7427 42.5354
9285 b 0 4.18 -14.595 -3.354 -51.092 53.4053 14.9754 b 0 4.18 -54.905 -9.546 -45.308 71.9442 55.7287
9286 b 0 4.18 38.868 1.95 -10.125 40.4291 38.9169 b 0 4.18 8.532 63.05 -57.375 85.7756 63.6247
9287 b 0 4.18 33.908 0.176 0.689 34.1721 33.9085 b 0 4.18 0.692001 17.424 68.211 70.5286 17.4377
9288 b 0 4.18 23.033 -30.256 -0.872 38.2646 38.0256 b 0 4.18 51.267 -19.344 -10.028 55.8617 54.795
9289 b 0 4.18 59.21 -10.746 -1.815 60.3495 60.1772 b 0 4.18 36.29 -29.054 -14.685 48.9308 46.4876
9290 b 0 4.18 35.952 4.037 12.177 38.4005 36.1779 b 0 4.18 28.248 32.663 24.723 49.9352 43.1836
9291 b 0 4.18 8.694 -11.991 -55.388 57.4863 14.8111 b 0 4.18 39.606 -45.109 -35.412 69.8208 60.0288
9292 W+ 1 80.4 11.781 -0.537 -0 81.2603 11.7932 W- 1 80.4 0.119 -53.163 -49.8 108.492 53.1631
9293 b 0 4.18 -44.544 -6.677 -34.604 56.9531 45.0417 b 0 4.18 -48.256 -54.023 -49.796 88.0014 72.437
9294 b 0 4.18 18.356 5.31 -27.081 33.4065 19.1086 b 0 4.18 52.244 30.09 -18.819 63.2967 60.2897
9295 W+ 1 80.4 19.992 0.722 -0.341 82.8521 20.005 W- 1 80.4 19.208 1.178 -2.759 82.717 19.2441
9296 b 0 4.18 19.584 -1.398 0.057 20.0739 19.6338 b 0 4.18 0.816 -45.202 5.643 45.7515 45.2094
9297 b 0 4.18 -2.054 -17.514 0 18.1227 17.634 b 0 4.18 -0.546 -65.886 34.2 74.3531 65.8883
9298 b 0 4.18 34.151 -3.592 -24.175 42.203 34.3394 b 0 4.18 13.949 -86.208 -72.525 113.595 87.3292
9299 b 0 4.18 21.321 11.424 7.367 25.6288 24.1887 b 0 4.18 71.379 36.176 6.533 80.3979 80.0229
9300 b 0 4.18 -76.178 -7.965 4.815 76.8582 76.5933 b 0 4.18 -16.722 -80.535 48.685 95.6724 82.2527
9301 W+ 1 80.4 57.534 1.37 1.888 98.8927 57.5503 W- 1 80.4 9.366 12.33 45.312 93.5793 15.4839
9302 b 0 4.18 54.45 4.56 -1.26 54.8147 54.6406 b 0 4.18 6.05 71.44 -30.24 77.9244 71.6957
9303 b 0 4.18 -4.956 15.192 8.788 18.7099 15.9799 b 0 4.18 -36.344 27.008 8.112 46.1909 45.2804
9304 b 0 4.18 -14.64 1.014 -8.584 17.5076 14.6751 b 0 4.18 -9.76 32.786 -14.616 37.4337 34.2079
9305 b 0 4.18 -44.175 -10.78 10.527 46.8607 45.4713 b 0 4.18 -14.725 -66.22 85.173 108.967 67.8374
9306 W+ 1 80.4 -35.025 13.93 -3.575 88.8692 37.6934 W- 1 80.4 -11.675 85.57 -28.925 121.488 86.3628
9307 b 0 4.18 -12.852 -18.297 14.8 27.1379 22.3597 b 0 4.18 -34.748 -13.803 77.7 86.3291 37.3891
9308 W+ 1 80.4 -33.48 -4.35 0 87.2009 33.7614 W- 1 80.4 -3.72 -39.15 28.8 94.0221 39.3263
9309 W+ 1 80.4 3.738 -3.195 -29.939 85.9342 4.91738 W- 1 80.4 5.162 -32.305 -31.161 92.2249 32.7148
9310 b 0 4.18 -94.9 -0 0 94.992 94.9 b 0 4.18 0 -4.8 13 14.4745 4.8
9311 b 0 4.18 8.4 -7.49 7.84 14.3387 11.2543 b 0 4.18 2.1 -67.41 70.56 97.697 67.4427
9312 b 0 4.18 -33.18 12.876 -0.335 35.837 35.5908 b 0 4.18 -14.22 31.524 -33.165 48.0974 34.5828
9313 W+ 1 80.4 40.66 4.935 0.618 90.2338 40.9584 W- 1 80.4 12.84 18.565 19.982 85.866 22.5727
9314 b 0 4.18 -42.176 1.722 -6.699 42.9433 42.2111 b 0 4.18 -23.724 55.678 -13.601 62.1718 60.5216
9315 W+ 1 80.4 83.6 -0.408 1.522 115.998 83.601 W- 1 80.4 4.4 -13.192 74.578 110.542 13.9064
9316 tau+ 0 1.77 -2.82 35.178 -4.658 35.6409 35.2908 tau- 0 1.77 -53.58 9.922 -22.742 59.0728 54.4909
9317 W+ 1 80.4 -26.158 0.782 46.458 96.4747 26.1697 W- 1 80.4 -37.642 77.418 33.642 122.501 86.0841
9318 W+ 1 80.4 49.086 0.227 -4.374 94.3015 49.0865 W- 1 80.4 11.514 22.473 -19.926 86.5957 25.2509
9319 b 0 4.18 -1.152 -30.349 33.48 45.3957 30.3709 b 0 4.18 -11.648 -67.551 22.32 72.2113 68.5479
9320 W+ 1 80.4 9.854 1.2 -18.147 83.0182 9.9268 W- 1 80.4 28.046 22.8 -8.153 88.5271 36.1444
9321 b 0 4.18 20.91 3.834 -22.32 31.106 21.2586 b 0 4.18 40.59 17.466 -24.18 50.5446 44.1883
9322 b 0 4.18 -22.952 15.105 1.11 27.8147 27.4764 b 0 4.18 -7.248 64.395 21.09 68.2753 64.8016
9323 W+ 1 80.4 -95.942 0.266 -0 125.176 95.9424 W- 1 80.4 -1.958 13.034 -85.9 118.392 13.1802
9324 b 0 4.18 10.488 0.68 3.372 11.8027 10.51 b 0 4.18 0.912 16.32 80.928 82.6679 16.3455
9325 b 0 4.18 -6.63 -13.728 -1.668 15.8956 15.2452 b 0 4.18 -3.57 -29.172 -53.932 61.562 29.3896
9326 b 0 4.18 1.562 29.876 -19.244 35.8165 29.9168 b 0 4.18 5.538 38.024 -37.356 53.7535 38.4252
9327 b 0 4.18 1.104 0.213 -46.209 46.4113 1.12436 b 0 4.18 3.496 6.887 -17.091 19.2153 7.72352
9328 b 0 4.18 14.952 12.272 -19.175 27.5557 19.3433 b 0 4.18 38.448 82.128 -13.325 91.7512 90.6822
9329 b 0 4.18 33.299 -10.557 -5.06 35.5436 34.9324 b 0 4.18 16.401 -35.343 -45.54 60.079 38.9631
9330 b 0 4.18 -0.416 -0.368 -3.666 5.58752 0.55541 b 0 4.18 -9.984 -18.032 -0.234 21.0324 20.6115
9331 W+ 1 80.4 21.995 1.75 -4.44 83.4908 22.0645 W- 1 80.4 4.505 85.75 -25.16 120.294 85.8683
9332 b 0 4.18 -1.46 -6.36 -22.455 23.7546 6.52543 b 0 4.18 -71.54 -5.64 -27.445 76.9447 71.762
9333 W+ 1 80.4 -30.016 3.096 -7.84 86.2332 30.1752 W- 1 80.4 -16.884 35.604 -20.16 91.7785 39.4045
9334 b 0 4.18 -27.202 -3.654 0 27.7628 27.4463 b 0 4.18 -19.698 -5.046 4.1 21.1602 20.334
9335 b 0 4.18 38.35 -23.055 8.883 45.8109 44.7466 b 0 4.18 38.35 -56.445 33.417 76.0982 68.2405
9336 b 0 4.18 13.554 29.812 -13.128 35.5286 32.7485 b 0 4.18 61.746 21.588 -41.572 77.6165 65.4111
9337 b 0 4.18 -22.83 -28.52 1.344 36.7951 36.5322 b 0 4.18 -53.27 -17.48 15.456 58.3061 56.0646
9338 tau+ 0 1.77 10.32 -61.035 -8.88 62.5601 61.9013 tau- 0 1.77 41.28 -32.865 -50.32 72.9341 52.765
9339 b 0 4.18 -21.384 -14.45 0.178 26.1454 25.8085 b 0 4.18 -5.016 -70.55 8.722 71.3863 70.7281
9340 b 0 4.18 -7.656 21.998 -14.652 27.8331 23.2922 b 0 4.18 -18.744 42.702 -24.948 53.0535 46.6347
9341 b 0 4.18 3.96 -23.874 -2.8 24.7176 24.2002 b 0 4.18 5.04 -28.026 -25.2 38.254 28.4756
9342 b 0 4.18 -22.876 -52.02 2.116 57.0205 56.8277 b 0 4.18 -58.824 -24.48 50.784 81.5844 63.7145
9343 b 0 4.18 2.584 -5.928 13.216 15.2955 6.4667 b 0 4.18 5.016 -9.672 33.984 35.9318 10.8953
9344 W+ 1 80.4 66 -0 0 104.02 66 W- 1 80.4 0 -83.1 59.4 129.993 83.1
9345 b 0 4.18 2.37 37.5 7.74 38.5908 37.5748 b 0 4.18 45.03 12.5 30.96 56.2134 46.7328
9346 W+ 1 80.4 -65.518 3.399 2.387 103.798 65.6061 W- 1 80.4 -14.382 27.501 31.713 91.8315 31.0346
9347 tau+ 0 1.77 0.03 30.793 -14.032 33.8857 30.793 tau- 0 1.77 2.97 6.307 -73.668 74.0183 6.97131
9348 b 0 4.18 -34.188 -2.756 3.048 34.6869 34.2989 b 0 4.18 -6.512 -66.144 22.352 70.2461 66.4638
9349 b 0 4.18 15.54 -3.25 0.412 16.4224 15.8762 b 0 4.18 6.66 -9.25 9.888 15.6577 11.3982
9350 b 0 4.18 -20.118 -22.56 -44.321 53.81 30.2273 b 0 4.18 -75.682 -47.94 -49.979 102.671 89.588
9351 W+ 1 80.4 6.81 -18.306 -52.038 97.7425 19.5317 W- 1 80.4 61.29 -49.494 -30.562 116.638 78.7789
9352 W+ 1 80.4 -2.204 -10.44 1.854 81.1261 10.6701 W- 1 80.4 -1.596 -15.66 90.846 122.331 15.7411
9353 b 0 4.18 10.56 -0.15 7.923 13.8486 10.5611 b 0 4.18 15.84 -4.85 5.977 18.1004 16.5659
9354 W+ 1 80.4 3.05 34.596 -50.209 100.952 34.7302 W- 1 80.4 57.95 61.504 -34.891 121.748 84.5041
9355 b 0 4.18 18.66 -15.317 14.045 28.2408 24.1414 b 0 4.18 43.54 -74.783 12.455 87.5262 86.5346
9356 b 0 4.18 -38.76 3.15 -0 39.1118 38.8878 b 0 4.18 -6.84 17.85 -94 96.015 19.1157
9357 W+ 1 80.4 23.375 1.638 -1.68 83.7619 23.4323 W- 1 80.4 4.125 52.962 -12.32 97.149 53.1224
9358 b 0 4.18 -42.711 -7.51 -10.101 44.7228 43.3662 b 0 4.18 -19.189 -67.59 -37.999 79.9876 70.2611
9359 b 0 4.18 -19.68 -0.27 2.769 20.3105 19.6819 b 0 4.18 -0.82 -26.73 89.531 93.5331 26.7426
9360 b 0 4.18 1.83 28.49 44.347 52.9071 28.5487 b 0 4.18 89.67 48.51 28.353 105.902 101.951
9361 b 0 4.18 17.82 -17.658 1.19 25.4607 25.087 b 0 4.18 9.18 -47.742 15.81 51.2933 48.6166
9362 b 0 4.18 42.845 -1.54 0 43.076 42.8727 b 0 4.18 2.255 -29.26 65.2 71.6222 29.3468
9363 b 0 4.18 -37.583 -0.373 11.9 39.6447 37.5849 b 0 4.18 -39.117 -36.927 11.9 55.2524 53.7935
9364 Z 1 91.2 -58.604 1.18 0.352 108.413 58.6159 Z 1 91.2 -5.096 28.32 8.448 96.0042 28.7748
9365 b 0 4.18 -67.436 -3.952 0 67.6809 67.5517 b 0 4.18 -5.864 -45.448 0.5 46.0177 45.8247
9366 b 0 4.18 -31.23 27.101 7.07 42.1573 41.3494 b 0 4.18 -38.17 38.999 43.43 69.8678 54.5699
9367 b 0 4.18 6.984 7.791 21.49 24.2646 10.4631 b 0 4.18 51.216 6.909 39.91 65.4301 51.6799
9368 W+ 1 80.4 -21.675 -42.02 -4.325 93.3721 47.2809 W- 1 80.4 -20.825 -53.48 -82.175 128.494 57.3916
9369 b 0 4.18 -2.385 73.525 -7.18 74.0313 73.5637 b 0 4.18 -45.315 12.975 -64.62 80.0938 47.136
9370 b 0 4.18 13.93 -5.496 2.28 15.7137 14.975 b 0 4.18 5.97 -17.404 35.72 40.3972 18.3995
9371 tau+ 0 1.77 2.86 44.95 29.83 54.0522 45.0409 tau- 0 1.77 68.64 32.55 48.67 90.2378 75.9668
9372 b 0 4.18 -21.45 23.091 -11.904 33.9481 31.5166 b 0 4.18 -64.35 30.609 -25.296 75.7311 71.2589
9373 W+ 1 80.4 11.088 -45.552 6.426 93.2919 46.8821 W- 1 80.4 50.512 -49.348 12.474 107.733 70.6165
9374 b 0 4.18 0.455 -14.82 -16.872 22.8468 14.827 b 0 4.18 8.645 -11.18 -27.528 31.2249 14.1325
9375 b 0 4.18 -48.128 -5.215 24.128 54.2506 48.4097 b 0 4.18 -27.072 -69.285 59.072 95.0804 74.3862
9376 tau+ 0 1.77 -46.592 -3.146 17.182 49.7902 46.6981 tau- 0 1.77 -43.008 -8.954 60.918 75.1265 43.9302
9377 b 0 4.18 39.71 -2.106 1.644 40.0187 39.7658 b 0 4.18 32.49 -3.294 25.756 41.8007 32.6566
9378 W+ 1 80.4 13.832 -17.108 -3.96 83.4497 22.0002 W- 1 80.4 35.568 -15.792 -15.84 90.7168 38.9162
9379 Z 1 91.2 67.518 -3.91 -1.074 113.545 67.6311 Z 1 91.2 5.082 -74.29 -52.626 128.964 74.4636
9380 b 0 4.18 25.456 -16.968 3.87 31.1187 30.5928 b 0 4.18 8.944 -63.832 73.53 97.8706 64.4556
9381 b 0 4.18 3.458 -5.784 -60.663 61.1791 6.73887 b 0 4.18 14.742 -66.516 -22.437 71.8512 68.1301
9382 b 0 4.18 5.035 -0.408 3.672 7.5149 5.0515 b 0 4.18 0.265 -40.392 88.128 97.034 40.3929
9383 tau+ 0 1.77 6.006 0.705 -11.736 13.3205 6.04724 tau- 0 1.77 1.794 13.395 -53.464 55.1741 13.5146
9384 W+ 1 80.4 52.461 6.321 -5.73 96.38 52.8404 W- 1 80.4 7.839 83.979 -89.77 147.094 84.3441
9385 b 0 4.18 6.446 4.77 -65.44 66.0619 8.01897 b 0 4.18 52.154 48.23 -16.36 73.0157 71.0364
9386 W+ 1 80.4 -21.7 -1.595 3.024 83.3471 21.7585 W- 1 80.4 -13.3 -3.905 30.576 87.1274 13.8614
9387 b 0 4.18 -80.464 1.256 -0.404 80.5833 80.4738 b 0 4.18 -5.136 30.144 -19.796 36.666 30.5784
9388 b 0 4.18 -3.636 2.485 35.746 36.258 4.40406 b 0 4.18 -87.264 4.615 22.854 90.4217 87.3859
9389 b 0 4.18 -19.084 -3.196 26.6 33.1579 19.3498 b 0 4.18 -54.316 -6.204 39.9 67.81 54.6692
9390 b 0 4.18 -16.752 -2.225 -46.665 49.8064 16.8991 b 0 4.18 -53.048 -6.675 -44.835 69.902 53.4663
9391 b 0 4.18 53.312 0.274 -0.559 53.4792 53.3127 b 0 4.18 1.088 27.126 -55.341 61.7827 27.1478
9392 tau+ 0 1.77 0.783 2.344 -52.456 52.544 2.47132 tau- 0 1.77 7.917 26.956 -10.744 30.1309 28.0946
9393 tau+ 0 1.77 -29.256 0.799 5.495 29.8309 29.2669 tau- 0 1.77 -2.544 79.101 73.005 107.686 79.1419
9394 W+ 1 80.4 -67.83 -3.575 -1.505 105.262 67.9241 W- 1 80.4 -29.07 -10.725 -28.595 90.785 30.9853
9395 b 0 4.18 -9.724 37.035 12.054 40.3599 38.2903 b 0 4.18 -65.076 45.265 16.646 81.1071 79.2705
9396 b 0 4.18 -18.983 -1.656 7.544 20.916 19.0551 b 0 4.18 -27.317 -7.544 10.856 30.6342 28.3396
9397 W+ 1 80.4 -11.088 41.688 6.27 91.4566 43.1374 W- 1 80.4 -50.512 16.212 56.43 111.637 53.0499
9398 b 0 4.18 56.442 -6.012 9.253 57.6622 56.7613 b 0 4.18 25.358 -44.088 39.447 64.5005 50.8604
9399 b 0 4.18 39.5 0 0 39.7206 39.5 b 0 4.18 0 15.1 28.7 32.6982 15.1
9400 b 0 4.18 -1.91 -3.18 67.452 67.6831 3.70951 b 0 4.18 -17.19 -49.82 12.848 54.4065 52.7023
9401 b 0 4.18 56.772 -34.3 3.056 66.5309 66.3291 b 0 4.18 42.828 -63.7 35.144 84.5251 76.7589
9402 b 0 4.18 0.855 16.91 6.014 18.4478 16.9316 b 0 4.18 3.645 72.09 3.686 72.3969 72.1821
9403 b 0 4.18 -9.315 6.355 -23.52 26.4162 11.2763 b 0 4.18 -11.385 14.145 -74.48 76.7753 18.1576
9404 b 0 4.18 -36.981 17.538 0 41.1418 40.9289 b 0 4.18 -21.719 29.862 72.2 81.202 36.925
9405 b 0 4.18 6.44 21.698 -0.054 23.0163 22.6335 b 0 4.18 5.06 35.402 -0.846 36.0152 35.7618
9406 b 0 4.18 6.876 -19.712 5.687 22.0376 20.8768 b 0 4.18 69.524 -25.088 6.413 74.3074 73.9121
9407 b 0 4.18 -65.487 3.485 -0 65.7127 65.5797 b 0 4.18 -13.413 17.015 -8 23.4711 21.6661
9408 tau+ 0 1.77 62.999 5.886 5.787 63.5621 63.2734 tau- 0 1.77 23.301 26.814 58.513 68.475 35.5236
